USN ,rural/ urban area,Which teaching methods helped your learning? ,Were you prepared to take this course based on prior coursework?,"How much time did you spend weekly on this course outside of class for C01?
",How much time did you spend weekly on this course outside of class for C02? ,How much time did you spend weekly on this course outside of class for C03? ,How much time did you spend weekly on this course outside of class for C04? ,What level have you achieved in the course outcomes for C01?,What level have you achieved in the course outcomes for C02?,What level have you achieved in the course outcomes for C03?,What level have you achieved in the course outcomes for C04?,What were the key aspects of your efforts in CO1?,What were the key aspects of your efforts in CO2?,What were the key aspects of your efforts in CO3?,What were the key aspects of your efforts in CO4?,"
How satisfied are you with C01?","
How satisfied are you with C02?","
How satisfied are you with C03?","
How satisfied are you with C04?",List strategies for learning the course outcomes for C01,List strategies for learning the course outcomes for C02,List strategies for learning the course outcomes for C03,List strategies for learning the course outcomes for C04,"How many marks will you give yourself for C01? 
","How many marks will you give yourself for C02? 
",How many marks will you give yourself for C03?,How many marks will you give yourself for C04?,"If your marks are low in C01, who do you blame for your performance?","If your marks are low in C02, who do you blame for your performance?","If your marks are low in C03, who do you blame for your performance?","If your marks are low in C04, who do you blame for your performance?",Would more faculty concern improve your learning in C01?,Would more faculty concern improve your learning in C02?,Would more faculty concern improve your learning in C03?,Would more faculty concern improve your learning in C04?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C01?,Your overall feedback about the course,Write a paragraph about your course experience.
1RVU23CSE024,Urban,"Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Student presentations;assignments",Yes,T2,T3,T3,T4,R7,R7,R7,R7,R2,R1,R4,R5,R3,R3,R3,R2,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"I gained proficiency in a myriad of tools and techniques, equipping me with the skills necessary to manipulate, visualize, and draw meaningful insights from complex datasets
The course content was comprehensive, well-structured, and aligned with current industry trends. The instructors demonstrated a deep understanding of the subject matter and effectively conveyed complex concepts, making them accessible to students. The practical exercises and projects were particularly beneficial, providing hands-on experience in applying various data analysis techniques. 
Overall, the Data Analysis course has significantly enriched my analytical skills and equipped me with valuable tools for tackling real-world data challenges. I am grateful for the enriching experience and the knowledge gained during the duration of this course.
"
1RVU23CSE542,Urban,"Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T2,T2,T2,T2,R5,R5,R5,R5,R2,R6,R6,R7,R3,R3,R3,R3,R5,R5,R5,R5,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),
1RVU23CSE085,Urban,"In-class clickers or other quick response methods;In-class learning activities, other than discussions;Teamwork or group activities;Student presentations",No,T4,T5,T4,T5,R6,R7,R6,R7,R1,R2,R3,R4,R1,R2,R3,R2,R3,R4,R5,R4,3,4,5,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),This course is very good and it helped me a lot and i got to learn many new things which i am sure will help me very much during my internships and also when i start working. Thank you so much for this
1rvu23cse482,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T9,T6,T4,T4,R7,R7,R3,R7,R6,R5,R1,R10,R1,R1,R3,R1,R5,R5,R5,R5,5,5,3,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),"Vaidyanathan sir is great teacher and now we have data analysis as our favourite subject. Everything he taught was to the point, understandable, and woonderful to learn. Just a little bit more consideration for students - as in considering students as students rather than just candidates would help. I mean the personal attention, feedback and individualised experience would have made us excel more than what we have now. Thank you for everything you did and we are grateful to you forever."
1RVU23CSE390,Urban,"In-class clickers or other quick response methods;In-class learning activities, other than discussions;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Fieldwork/ field trips",No,T1,T1,T2,T3,R6,R6,R6,R4,R1,R3,R6,R6,R1,R1,R1,R1,R5,R5,R4,R4,4,4,3,2,NA(marks >2),NA(marks >2),NA(marks >2),Circumstances,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),It was a great experience and I am looking forward to learn more in data analysis.
1RVU23CSE338,Urban,"Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;Fieldwork/ field trips",Yes,T3,T2,T3,T4,R6,R6,R6,R6,R2,R6,R3,R5,R4,R1,R3,R3,R5,R5,R4,R5,4,5,4,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,Yes,Yes,Yes,Yes,Excellent (> 90%),Group assements and projects helped a lot in understanding the problem and working with peers to broaden our knowledge. Overall it was a good expereince in learning this course.
1RVU23CSE079,Urban,"Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Writing work",No,T1,T2,T1,T2,R6,R6,R5,R6,R6,R6,R8,R8,R1,R2,R2,R3,R3,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),"Sometimes hard but sometimes easy , Overall Fun. "
1RVU23CSE268,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T1,T5,T7,T6,R6,R6,R6,R6,R7,R8,R5,R8,R3,R3,R3,R3,R4,R4,R4,R4,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),I loved it! i loved learning how you can extract information using Python. I'm the kind of person that makes decisions based on analysis so finding out that there's an entire profession/subject for that definitely made the entire semester a breeze! i loved attending sir's classes and his teaching was beyond amazing too. i understood all the topics and his humor made the class much more fun and light hearted. Thank you so much for the experience sir! i had an absolute blast working with my teammates for the final project.
1RVU23CSE198,Urban,"Class discussions, including online discussion boards;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T1,T2,T2,T2,R6,R6,R6,R6,R2,R2,R2,R2,R4,R4,R4,R4,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%),"Very good, really helpful!!"
1RVU23CSE498,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;Fieldwork/ field trips",Yes,T4,T4,T4,T4,R6,R6,R6,R6,R1,R1,R1,R1,R4,R4,R4,R4,R3,R3,R3,R3,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),I was good i enjoyed each and every session.
1RVU23CSE468,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T1,T2,T2,T1,R7,R7,R7,R7,,R5,R5,R4,R3,R3,R3,R3,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"I had a good experience, learned a lot during the course. We had a good teacher and i already had a heads up on python so it was easy for me."
1RVU23CSE344,Urban,"In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations;Writing work",Yes,T2,T2,T2,T2,R4,R4,R4,R4,R7,R8,R7,R8,R2,R2,R2,R2,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),it was a very helpful course and i feel i would want to continue with this as my major if given a chance cuz it helped me a lot in terms of having a first hand understanding into the world of data science.
